review_content,published_at,reviewer_name,followers_level,method_of_acquisition,product_id,reviewer_id,reviews_count,reviewer_age,reviewer_skin_type,rating,effects,review_id
"既にブランド終了してしまったアンプリチュードのグロスです。

カラーは、０３のカシスローズ。

かなり大人っぽい、全色の中では、濃く発色するカラーです。

１度塗りでも、ルージュ並みに色が付くので、色持ちも良いカラーです。

内蔵のチップは、しっかりした固めのチップで、口角迄しっかり色を乗せられます。

私は余り濃い唇が似合わない顔立ちなので、敢えて上唇は色をぼかして塗り過ぎない様に、ラフな感じに仕上げています。

リップベース無しでも、唇は荒れません。

色々なカラーを楽しみたかったのに、ブランド終了が本当に惜しまれます。

重厚なガラス製のパケで、使う度に気持ちを上げてくれるアンプリチュードでした。

後にも先にも、唯一無二のデパコスブランドでした。
",2024/3/14 20:41:23,雪見大福餅,500,購入品,10190705,5522472,1103,49,乾燥肌,5,うるおい|ツヤ|立体感|フィット感|持ちがよい・落ちにくい|発色がよい|パール・ラメ,513370778
"アンプリチュード最後のコレクションの中のグロス、シルバーピンクを店頭で紹介いただき、可愛すぎて、綺麗すぎて…
こちらのアプリコットベージュを追加購入です。
ネットに出ている写真より少しミルキーががったお色で薄めの仕上がりですが、問題なしです。
艶感もすごく上品です。マスク生活、職場ではまだしていますが、こんなにきれいなグロスを使った時には、マスク無しで過ごしたいものです。",2023/11/29 00:18:53,☆*みょん*☆,,購入品,10190705,7056266,8,38,敏感肌,5,,512901141
"ブランドがなくなる前に気になってたいた色を購入。
ラメが可愛いし、質感もほどよく重くて艶が出ます。
色も温かみがあって使いやすいです。",2023/11/14 22:50:47,Sasagi,,購入品,10190705,7312150,45,29,乾燥肌,5,,512852307
"気軽にパパッとぬれてリップバームのように使えるのがとても良いです。しっとり保湿感があり、艶が出て、色味も可愛いものがたくさんです！

こういう色味がほしかった！というものに出会えたのでリピ決まりです♪",2024/6/23 14:21:14,pu-pi-,,購入品,10170082,2193822,43,32,混合肌,7,,513785405
"画像よりも、深い色でした。
肌馴染みの良いローズピンクです。


塗るとシアーなので、かわいいらしさもあり
とても気に入りました。

pcがサマーなので、手持ちのリップバームの宝箱や、知らないよりも、やっぱり顔色が明るく見えます。


好きな色を塗れば良いとは思いますが
やっぱりpcドンピシャの威力は、すごいです。


肌が白くきれいに見えます。
これは、リピすると思います。
",2024/6/5 17:31:33,＊＊なのは＊＊,,購入品,10170082,7071336,31,47,乾燥肌,7,,513698257
"口紅で荒れることが多いのですがこちらは平気でした。
色のモチはまずまずですが、手軽に支えて荒れないし、マスクにもつきにくいのでお気に入りです。
この足音は落ち着いた感じで秋冬用な感じです♪",2024/5/29 21:26:07,mtd,,購入品,10170082,2163100,29,35,敏感肌,5,,513670637
"
最初付けすぎちゃったかなと思ったのですが伸ばすと内側からジュワッと発色したかのような自然な仕上がりになるのでお気に入りです！
",2024/6/25 04:06:51,ちゃちゃ0102,,購入品,10250985,10074359,12,24,乾燥肌,7,,513792900
"
発色もちゃんとしているし、ぼかしやすいしすきです。正直あまり期待していなかったのですが、それを上回ってきました
",2024/6/24 05:00:53,み5371,,購入品,10250985,8967814,12,20,普通肌,6,,513788624
"最初はSHEINで売ってるコスメかーと思って手を出せずにいましたが、そのうち＠コスメでも売り始めたので買ってみました。
ラブケーキとハッシュハッシュです。
みずみずしいリキッドタイプですが、付けやすくムラにならず思ってたより優秀でびっくり。
ラブケーキは可愛いピンク色、ハッシュハッシュはベージュ系の色ですが、どちらも頬がふんわりと色づいて良いです。
持ちもいいですね。
ころんとした見た目も可愛いです。",2024/6/20 10:30:06,のきおたん,100,購入品,10250985,421224,2385,47,乾燥肌,5,,513714317
"大人女子、イエベ春、951L初杏を購入。
YouTubeでみて、良さそうかな、と思って購入しました。普段はマットは使わないのですが、あまりにも可愛いかったので、購入してみたのですが、、
あまり、色が合わないかな、、
グロスを重ねて、好きな雰囲気になりましたが、、、ふんわりマットな感じは良し、として、色が。ベージュオレンジマットみたいな色が、、
肌がくすむ気がしたので、チークやアイメイクを考えながら、メイクをしてみようと思います。
今のところ、この色のリピートはないかな。",2024/6/10 16:05:37,けぇぃみぃ,10,購入品,10233435,6784953,150,52,混合肌,2,ナチュラルメイク|マット|フィット感|発色がよい,513722262
"評価下げてすいません。
水越みさとさん買いしましたが、そもそも私はあまりマットリップが好きではないのだとわかりました。

色はピンクベージュで可愛いです。薄づきです。
他のマットリップを使ったことはないですが、リキッドタイプなのでそんなに乾燥はしません。
色もちはそんなに…

マットリップお好きであればおすすめできます。
ツヤリップ好きであれば、結構マットなのでやめておいたほうがいいかもです。",2024/6/5 18:21:00,くりぼ88,,購入品,10233435,9765986,105,35,乾燥肌,3,,513698421
"#951L 初杏
イエベ秋ですがこれをベースにするのにハマってます。
乾燥せず縦皺の目立たないムースのような質感のマットリップです。

色持ちはあまりよくないので、最初にティントを仕込んでこれオーバーに塗ってその上から好きなリップを唇の内側に塗ってぼかして使うの好きです。
合わせるリップはリップモンスター11 5:00AMが1番しっくりきてますが、一見合わなさそうなリリミュウのミューテッドシアーティントのピンクフォンデュやアミューズのベベティントのバニラローズに合わせても可愛いので使用頻度高です。

中身が見えないのは不便ですがパッケージが可愛いのも気に入ってます。",2024/4/21 00:34:54,ぎゅみい,10,購入品,10233435,5486716,67,28,乾燥肌,5,マット|発色がよい,513526197
"ナチュラルだけどちゃんとつけてる感とのバランスが最高。
キュレルの色付きリップですらピリピリして皮が剥けちゃう自分でも全く問題なし。
下地にリップとかも不要なぐらい潤うのでつい家用、会社用、持ち運び用で3本買いました！",2024/6/7 21:06:04,○まいにん○,,購入品,10196216,4166128,15,39,混合肌,7,,513708600
"リキッドシャドウを店頭でお試しした際、
この限定色似合うと思いますとビオラピンクおすすめしていただきました。

ぱっと付けた感じは結構発色がよくて驚きましたが
付けている内になじんで、細かいラメ感と、プランパー効果で主張しすぎない可愛い唇に。
この限定色の色味がイエベ春の私にはぴったりでした。

etvosさんのリップは他にミネラルルージュを持っていますが
こちらは下地のワセリンもいらないし、手軽なのにワセリンより唇がぷるぷる、もちもち。
しかも色が落ちてしまっても保湿感がなくならないのですごいです。

荒れてしまったという方もいらっしゃるようですが、そのときの体調なども関係あるかもしれません。
わたしは結構アレルギー体質ですが、体調にかなり気を配るようになってからはかゆみなどもあまり感じなくなりました。
プランパーという名前ですが、ピリピリ感はまったくないです。安心。

以前はカルミンなどでかゆくなることも多かったですが、こちらは大丈夫でした。

手軽なのにワセリンより保湿でき可愛い色なので、ぜひ色んな方に使っていただきたいです。",2024/6/6 13:52:22,はるうさ♪,,購入品,10196216,6329634,19,33,乾燥肌,6,うるおい|低刺激|ナチュラルメイク|ツヤ|肌の透明感・薄づき|立体感|フィット感|発色がよい|パール・ラメ|自然派化粧品・オーガニックコスメ,513701976
"1st.ブルベ冬、2nd.イエベ秋のディープウィンターです。
アレルギー体質で肌が荒れやすく、特に唇は合わないものだと付けて数分後に皮剥けが起こります。

@コスメストアでテスターを見てから購入しました。
唇の色が濃いため単色だとほぼ発色しませんが、シアーな質感とラメのおかげで唇を綺麗に見せてくれます。
他の口紅を塗った上に重ねて質感を変えるのにピッタリで、色々と組み合わせを楽しめます。

唇に刺激を与えるのが怖くてプランパーは避けていたのですが、ヴィセやレチノタイムは大丈夫だったので発色の良いものも試してみたいと思い、成分も優しそうなこちらを購入してみました。
結果、荒れませんでした！
とにかく唇が荒れやすいので非常にありがたいです。

プランプ効果も適度に感じられて、ツヤ感と相まって縦皺が気にならなくなりました。
落としたあとも荒れることなく、むしろ血行が促進されるからか、個人的にはかなり健康的な状態でした。
ただテクスチャーが重ためなので髪がくっつきやすいのが残念でした。唇に載せていて気になるほどのベタつきではないです。
あとチップが若干小さくて一度掬った量だと足りなくて何度も出し入れしないといけないのが若干手間です。これは私の唇が大きいせいもありますが…。
ボトルの形状的に、他のスパチュラで掬うことも難しいので少し残念です。",2024/5/5 19:51:08,Chloe＠,,購入品,10196216,1214399,76,34,アトピー,5,うるおい|低刺激|荒れ・乾燥|ツヤ|パール・ラメ|自然派化粧品・オーガニックコスメ,513577730
"11任せて　購入。
色味に一目惚れして購入し、気に入りました。
唇が荒れたり皮がむけるといったこともありませんでした。

",2024/6/13 17:53:21,☆あーもも☆,5,購入品,10193696,8266460,160,48,混合肌,5,,513738113
"ティントなどではないのでモチがいいわけではないですが色が何より可愛い！
成分的にも安心なので唇の荒れを気にしないで使えるのがいい。

発色も結構しっかりなので
重ね塗りするよりもこれだけ塗るのが好きです。",2024/6/1 02:10:55,shammy,,購入品,10193696,5227233,152,32,敏感肌,7,,513678317
"色味に一目惚れしてずっと気になってました。
何度か購入しようと思ったタイミングで売り切れていたのですが、やっと購入できました！
色持ちは良くないかもしれませんが、色味はドンピシャです！
ブルベ冬の方は絶対買うべき！！",2024/5/10 23:15:38,hachiwareneko7,,購入品,10193696,6472727,88,37,混合肌,7,,513599926
"
パケが可愛すぎるマットリップ。132A番はお仕事でも使える上品なピンクベージュでした。マットなので色は残りますが、落ちにくいわけではなさそうです。
",2024/6/21 04:18:14,nyanko22222,,購入品,10219756,9771427,21,43,乾燥肌,5,マット,513775419
"憧れのヴァレンティノのリップを完全にパケ買いです。
実物もとっても可愛かったです！外で塗り直すときにテンション上がります！でもプラスチック？のような素材が少し安っぽく感じられるのが残念でした。
パケに惹かれて購入したので色持ちなど期待していなかったのですが、すっっごく良かったです！色持ち良し！発色良し！何と言ってもスルスル塗れて乾燥全くしないです！
今までクラランスやDIOR、NARSなど様々なデパコスリップを使いましたが一番好みでした。
リフィルで購入出来るのも気に入ってます。本当にリップとして最高なのでリフィルがあってももう一本本体から買おうと思います。高いですが買う価値ありです！
(ブルベ冬で300Rを購入。青みがしっかりあるのでブルベさんにオススメです！サテンなのでツヤツヤで綺麗でした)
",2024/6/10 21:21:03,レバたん,,購入品,10219756,8501619,45,29,混合肌,7,うるおい|ツヤ|フィット感|持ちがよい・落ちにくい|発色がよい,513723607
"
ミニサイズなので持ち運びにいいです！一気にオシャレな雰囲気になります！
",2024/4/25 13:07:22,※せっぴぃ※,,購入品,10219756,6622687,4,43,混合肌,7,うるおい|マット|発色がよい,513541732
"001Tのテラコッタヌードに一目惚れしました。
小さくて持ち運びにとても便利です！

べたつき感はなく使いやすいです。
プレゼントなどにも喜ばれそうだなと思います。

",2024/6/5 17:19:43,mi22･☆ﾟ:*:ﾟ,,購入品,10241698,1113308,72,39,混合肌,4,,513698204
"
儚い女の子の涙袋になれます。赤すぎと思うかもしれませんがつけてみると薄づきなので安心して買ってください！でも落ちやすいかも…
",2024/4/28 09:44:55,くりまんじゅう先輩,,購入品,10241698,9849057,3,17,敏感肌,5,,513551064
"アイシャドウベースに使おうと思って、003Tのピンク系にしました。
色味は肌なじみがよく、ピンクでも腫れぼったく見えません。

旧タイプよりもベタベタ感が減ったという話でしたが、わずかな差かな。結局ペタペタはします。

プリズムの002PRも一緒に買ったので重ねてみましたが、残念ながら二重の溝に溜まってしまいました。
ティントを薄く付けるか、アイシャドウベースを別で使うか、工夫をしてみようと思います。



【追記】

ETVOSのバームにも使えるタイプのアイシャドウブラシを使用すると、簡単に薄くつけられました。
アイシャドウベースも塗った方が仕上がりは良かったです。

こちらを塗った後にADDICTIONのパウダーアイシャドウ(パール)を重ねると、二重の溝に全く溜まらないわけではないけど、かなりマシになりました。
これなら許容範囲かな。

今はブラシ塗りでほんのりチークに使う方が気に入っています。",2024/4/21 00:37:50,teaparty☆,10,購入品,10241698,7554319,170,45,乾燥肌,4,,512511905
"
思っていた以上に塗り心地が良かったです。色もかわいくて、すごく気に入っています。
",2024/6/25 22:31:36,rinpachi,,購入品,10244973,6850245,6,37,混合肌,6,立体感|フィット感|発色がよい,513796301
"PK-01 ローズタルトを購入、ブルベ夏です。
腕に塗った時は深みのあるピンクブラウンになったんですが、唇に塗ると意外と肌馴染みの良いくすみピンクになりました。秋冬向けかなぁと思ったんですが年中使えそうです。
マットですが潤いもあるので乾燥しません。飲食すると落ちたりよれたりするので注意です。
（味や匂いはありません）",2024/6/22 09:45:24,Lab.mint,50,購入品,10244973,2491757,367,38,敏感肌,6,うるおい|ナチュラルメイク|マット|肌の透明感・薄づき|コストパフォーマンス,513779894
"
マットだけれど、唇がかさつく感じも無く、とにかく色が可愛い！そして値段もお手頃なので他の色も購入しようと思います。
",2024/6/21 18:26:32,gilrymama3,,購入品,10244973,3379995,25,49,乾燥肌,7,,513777803
"
口コミ数は少なかったけどめちゃくちゃ好みでした！2本目リピ
",2024/6/15 21:24:27,新規ちゃん,,購入品,10235089,9733735,24,26,乾燥肌,6,,513749021
"シリーズでは新色の""ライチベージュ""を買いました。

公式サイトのモデルがオータムメイクとして使っていて、ブラウンメイクにとてもよく合っていた為購入したんですが、イエべ秋の私が使っても全然ブラウンが出ないし、むしろ青みを感じるピンクっぽい仕上がりになりました。他のリップではここまで色が変わる事はありません。

""レッドベージュ""らしいですが、確かにリップ単体の色味はそんな感じです。ですが、元の唇の色を結構拾うのかもと思います。
リップ自体は本当に綺麗なツヤで、かなり細かいラメがキラキラしてぷっくり見えるし、ティント効果も高くしっかり染まってとても可愛いので、テスターなど見て選ぶ色だけ注意した方がいい人もいるかもしれません。",2024/6/10 02:00:24,＊na_na＊,,購入品,10235089,6640575,14,27,混合肌,4,,513720101
"
めちゃくちゃ可愛いです！！たぶんリピします！！！
",2024/6/2 21:02:51,497,,購入品,10235089,7308697,18,21,脂性肌,6,ツヤ|フィット感|持ちがよい・落ちにくい|発色がよい|コストパフォーマンス,513685736
"
コンビニで見つけたロンアンドのリップ。コンパクトで持ち運びに便利で良いです。塗りたての潤い感がとても可愛い！！
",2024/6/23 14:50:08,あおいユニコーン。,100,購入品,10237204,8385774,144,39,脂性肌,3,,513785538
"色も使用感も好きでこのリップを塗るとピュアな唇になれて沢山使ってます。
ベタつきもないし、スルスル濡れる感じがとてもいいです。
ただひとつだけ気になるのが色落ちがしやすいことです。
色落ちしても変な落ち方をしないのでその点も好きです！",2024/4/27 20:54:11,くまころ。,,購入品,10237204,4932570,9,23,敏感肌,6,,513549464
"コンパクトサイズで小さいバッグにも入るし持ち運びしやすいのが良いです
色持ちは△かな。食事ではわりとすぐ取れちゃいます！
ササッと塗り直したりするのに良いです。
色はチリウェイを使用してますがちょっとブラウンが入ったレッドって感じなのでパキッとした印象になります。",2024/4/8 11:14:10,rj417,,購入品,10237204,7881903,7,28,混合肌,4,,513475970
"
初めてのリップライナーで、お試しに買ってみました！お値段も使い心地も良いので、色違いも買いたいと思います。
",2024/6/10 13:33:20,るんこたそ,,購入品,10065043,2628992,44,33,普通肌,4,,513721595
"美容youtuberさんがおすすめしており購入！
縁取り用に使っています！
サイズ感も細さもちょうど良いしコスパも良いので気に入っています。",2024/5/15 21:14:02,_necochan_,,購入品,10065043,9167604,9,29,乾燥肌,6,,513619426
"良い点
・安い
・スーパーやドラッグストアで気軽に買える
・カラーバリエーションが豊富
・コンパクトでポーチに入れやすい

悪い点
・色落ちしやすい

良い点ばかりなのですが、リップの輪郭を維持したくて買ったので色持ちが悪い点は残念でした(｡-_-｡)
",2024/4/19 10:51:51,○はむち○,,購入品,10065043,3975974,11,28,普通肌,3,立体感|発色がよい|コストパフォーマンス,513520125
"昨年、できるだけ持ち物を減らしたくて、マルチに使えそうなこちらを購入。
近隣のメイクアップキッチンにもテスター無かったので、半ばチャレンジでしたが
気になりすぎてZOZOでポチリました。お洒落な色味です。
最初は良かったのですが。
結構落ちやすいので昼過ぎには必ずお直しが必要（アイシャドウベースを使っても）で
段々使わなくなってしまいました。
この値段出すなら普通にルナソルとかディオール買えばよかったなあ…",2024/5/24 16:08:20,k-pom,,購入品,10236467,2813627,24,40,混合肌,3,低刺激,513652675
"旅行に行くのにマルチパレットを探していて、イプサと迷いましたがセルヴォークにしました。
これは可愛い！
買って良かったです。

セルヴォークは普段アイブロウパウダー07を愛用していますが、このパレットのアイブロウは発色濃いめで赤強めのオレンジみ。
アディクションのアイブロウブラシ02でほわっと描いてます。

何よりカーキっぽいグレーっぽいブラウンが透けるような発色でキラキラでかわいい。
上からオレンジを瞼全体に重ねています。
マルチカラーはチークとして使っていますが、優しい発色です。

アイシャドウ・チークともに持ちはあまり良くない気がしますが、パレット一個で顔が仕上がる手軽さや他のブランドにないおしゃれな仕上がりが最高です。

他の色も買いたい！",2024/5/15 16:16:36,馬刺しと酎ハイ,,購入品,10236467,8095217,25,37,乾燥肌,7,パール・ラメ|コストパフォーマンス,513618441
"発色がさり気ないですが、パレット通りに顔に乗せるだけでオシャレな顔になれます！

濃くなるのでアイシャドウもラメも苦手ですが、頑張ってメイクしました感がない！

目がキュルンとなってナチュラルメイクより優しい表情になりました（自己満足）


楽しいパレットです！

まだ購入できますよー",2024/5/7 09:25:31,こめつぶ4545,,購入品,10236467,9971020,7,41,乾燥肌,7,,513583593
"1度塗りでもしっかり発色してくれて、色残りもしてくれます。
乾燥することもなく、使いやすいです。
可愛い色味で気に入ってます！",2024/6/26 21:18:40,askさん,,購入品,10244381,2271690,62,33,脂性肌,4,,513800529
"CLIOさんにいただきました。

クリスタル グラム ティントを紹介します。

ティントリップをデこれる、猫やネーミングにある石を連想させるぷっくりとしたシール付き。同じ色をもった友達や家族での区別もつきやすく、何より楽しいのがいいですね。

チップタイプで塗りやすいツヤティント。容量3.4gのリップカラーになります。

102.ゴージャスピーチクオーツ
イエベカラーで、抜け感のある色合いピーチクオーツ。パッケージのオレンジよりも少し、リップは赤も入った色あいです。
抜け感があり私自身唇の色が赤いので、ナポリタンたっぷり食べたような色かなと思っていたんだけど、より赤い色ぽく見えます。
メイクはもともと表情をよく見せるものという観点で、これはこれで可愛いんだけれども人によっては、すっぴんの唇はみんな違う色なので、なんか違うかもと思うかもしれません。

ほんのりカラーが入った、グロスっぽいつやっとした口元。カラーグロスぽいけれども、少しティント要素がある感じです。ティッシュオフするとちゅるんさはやさしくなります。

そんなクリスタル グラム ティントをぜひ。

#プロモーション #CLIO",2024/6/24 18:28:54,index,100,モニター・プレゼント,10244381,1279757,5998,35,乾燥肌,,,513791184
"とても良いです！
つやぷるで、でも重たくなくて、荒れないです！

ティント効果もちゃんとあります。
コップにも少ししかつかず、使いやすいです。

色も落ち着いているような、でもかわいい色で使いやすいです。
オレンジっぽいかなーと思ったのですが、私が使うと、思ったよりピンクみが出る気がしました。
つい毎日手が伸びます。

他のカラーもトライしたいですが、
もうちょっとリーズナブルだと嬉しいです！",2024/6/21 20:29:01,まるる3,,購入品,10244381,3199912,29,33,乾燥肌,6,うるおい|ツヤ,513778165
"
落ちやすいかなって思ってしまったけど他の人はそうでもなさそうなのでどうなんでしょうか？
",2024/5/29 21:32:43,ユキノチャン,,購入品,10226698,9595721,3,22,脂性肌,5,発色がよい,513670732
"
お店の方が肌の色に合わせて、何色かセレクトして下さり気にいった色を購入できましたただ、こちらのブランドが初めてで唇が荒れてしまいました。ケアや下塗りをしてから使った方が良い感じで、少し残念でした。
",2024/5/22 15:43:43,mamiko888,,購入品,10226698,8476226,38,54,乾燥肌,3,,513645404
"
112 ヌード・モスリンを購入しました。コーラルベージュでお顔が明るくなるのが良いです。少し乾燥するので、ローズパーフェクトリキッド109 スパイシー・メープルを重ねています。とても可愛くてお気に入りです。パケは重厚感があって素敵ですが、少し大きめかな。
",2024/5/10 14:10:39,すずｘｘｘ,50,購入品,10226698,1232228,344,48,乾燥肌,6,,513597949
"
唇が荒れるのと、色持ちがあまりよくなかったです
",2024/6/19 08:08:21,ぽぽっちです,,購入品,10207584,8603177,33,34,混合肌,2,,513766303
"
S001インザモーメントを使用。手に試すとオレンジを感じるけど、唇に乗せると茶もピンクも感じる不思議な色で、結構どんなアイメイクにも合う。透け感があるリップなので唇もふっくら見えるし、つやが出て乾燥しにくい。つかいやすくて最近ずっとポーチに入れています。
",2024/6/5 22:10:06,himenoxxx,10,購入品,10207584,1110371,261,43,乾燥肌,5,うるおい|ナチュラルメイク|ツヤ,513699454
"
色やラメはすごく可愛い！重ねれば濃くも出来るが、結構な確率でムラになることもあります。
",2024/5/4 23:25:27,1bin,,購入品,10207584,10011826,2,56,普通肌,4,,513574820
"
よかったです！
",2024/4/28 16:47:44,omuuu,,購入品,10246241,5311686,25,28,敏感肌,7,,513552225
"マジカル購入
色は素敵なんですけどそれ以外が評判と違ってすごく悪くて色のみの評価です。

まず、ムラが出来やすい。ぼかしたい場合は全体塗ってから何回もティッシュオフした方がいいです。

落ちやすさですが皆さん落ちない落ちないと言ってますが、私は見事に落ちました。
しかもMACのプレッププライム塗った状態でも落ちたし落ち方が汚すぎです。
Diorのリキッドリップはティントも持ち悪くて落ち方が汚すぎるし、この辺改善されてないのかな？反面リップグロウはすごく良いので、リキッドが苦手なのか合わないだけなのか。ただ、評判はいいので合わないだけかもしれません。

落ちなさならプチプラならリプモン、デパコスならジルのティントが手頃だしこちらの方がよっぽどいいなと思いました。
色はすごい素敵なんですけどそれ以外が残念すぎてあえなく処分…。",2024/3/11 13:41:22,ラーナ42,10,購入品,10246241,4735757,91,31,普通肌,1,,513354772
"カラーが好きで買いました。
始めに少し小さめにつけ、ペンシルで
ふちを口びるの形に合わせて色づけて
おります。",2024/3/5 04:39:03,かずこ1954,,購入品,10246241,8794123,17,69,混合肌,4,うるおい|ナチュラルメイク|ツヤ|フィット感|持ちがよい・落ちにくい|発色がよい,513327040
"

オーブのリップは何種類か使ったけど、どれを使ってもハズレがないし、これはとくに保湿力が高くてルージュ感と、ほどよい発色感を楽しめるのでお気に入りでした。

時間が経ってもほんのり色残ってるし縦ジワも消えます。",2024/5/14 00:33:24,ティアラだぞー,100,購入品,10138181,8268393,145,42,乾燥肌,6,,513612797
"発色が良く落ちにくくて好きです。
この前はケイトのリップモンスターを使いましたが、発色が良くなく何度も（唇３、４周）塗ったり食事後に塗り直しが面倒でこちらに変えました。
こちらは朝塗ってお昼を食べて少しは落ちますが夕方まで色持ちします。
塗り直しも唇一周で大丈夫です。
廃盤前でイオンで30%オフだったので買い溜めしました。",2024/3/28 19:46:26,みなみくろ,,購入品,10138181,6611225,50,29,混合肌,5,,513431647
"18歳くらいから24歳までの約6年程（衛生的にあまり良くないてすが）、RD31を使っていてようやく無くなりそうで、ブランド廃盤になると聞いて3種類買い込みました。
似た色ばっかで選ぶのに困りましたが、ピンク、レッド、ローズとそれぞれ選びました。

これ、本当に落ちないです。
デパコスからプチプラまでいろいろ持ってて、気に入らなかったらすぐ妹にあげるか捨てちゃいますが、これだけはずっと手放さなかったです。
あとなんかちゅるんってなるので好きです。

安くなってるから買おうかな?とか悩んでる人は、これ最後のチャンスなんで、買ってください。買わないと後悔しますので！",2024/3/19 21:52:01,*ぴすたん*,10,購入品,10138181,5881896,384,24,混合肌,7,,513393084
"
マットだけどパッサパサになりすぎなくてすごく上品なマットリップです。リップライナーいらずで先端を使って綺麗に縁どれるのであつみのあるオーバーリップに仕上げられるから納得のいくリップに。
",2024/5/20 11:16:45,しゃぼんだま。,50,購入品,10198652,8338511,138,34,普通肌,6,,513636692
"マットは乾燥して使いにくいという苦手意識がありましたが、このリップはパサパサしないです。
ふんわりした可愛らしいマットリップを楽しめるのでオススメです。
他の色も買おうと思っています！",2024/4/15 08:44:44,Mincho,,購入品,10198652,4762687,55,29,乾燥肌,6,,513503817
"00037を購入。エアーマットリップカラーが好きすぎて3色目です。
絶妙なベージュカラーで粘膜リップぽさもあります。もちろん重ね塗りで濃淡の調整も簡単。
春ぽいカラーだと思うのでこれからの季節たくさん使いたいです。",2024/4/9 07:16:31,昨日のばんごはん,,購入品,10198652,3387499,48,39,敏感肌,6,,513479133
"ブルベ向きが多くて悩みましたが、一本は欲しかったので購入しました！
全くベタつかないし、乾燥しないし、使いやすいです！
朝から晩まで食べ歩きの旅をしましたが、持ちが良すぎて初めて塗り直ししたのが夜でした（笑）",2024/6/22 13:30:03,毎日味噌汁,100,購入品,10171569,9857635,36,24,混合肌,5,,513780700
"
落ちにくく発色も艶も良くて大好きです！
",2024/6/14 20:42:42,touka***,,購入品,10171569,6405317,11,29,普通肌,5,ツヤ|持ちがよい・落ちにくい|発色がよい,513743740
"発色★★★★★
ツヤ★★★★★
色持ち★★★☆☆

飲食してもわりと残ってるし、発色も良くツヤもある
友人から頂いたのですが好感触でした。
でもリキッドよりもスティックの方が好きなので購入はありません。",2024/5/7 12:36:22,Ｆ．Ｂｌａｃｋ,10,モニター・プレゼント,10171569,107400,205,39,混合肌,4,,513584171
"日本撤退しちゃうToo Facedだけど手に入らないことはないし記録用にスウォッチ残しときます
固めのスティックで、ぐりぐり塗るとかなり高発色。セミマットっぽい仕上がりなので単品で直塗りしちゃうと縦じわが目立つ。
私はToo Facedのピローバーム（重ための保湿系）を塗ってティッシュオフした後ぽんぽんぼかして使ってるよ♪
ティントタイプではないけど高発色&密着力があるからティッシュオフしてもかなり色が残ってくれるところが好き。
歯紅には注意笑
リキュール強めの大人なチョコレートの香りは好みがわかれると思う。私は大好き…この香り嗅ぐためにToo Facedのリップ買ってるまである（アホ）
ミルクシェイクとガナッシュはめちゃくちゃ使いやすくてかわいい色味もしアウトレットにあれば見つけ次第捕まえてほしい。二色とも白みが少し入ったブラウンカラーでミルクシェイクはブルベの、
ガナッシュはイエベの
馴染みミルクベージュって感じ。
ミルクシェイクは2本目
チョコレート ラバは高発色にもほどがあるレッドカラーでちょっと使いづらいかな
でも重ねると青みよりの深みとツヤ感が出てきてかわいいよ
リップメイクメインのメイクにぴったり。ポンポン馴染ませると明るめのクリアレッドでパッと顔色が明るく見えるよ
白ニットに合わせたい
アウトレットショップ等で見かけたらチェックしてみてね?！
",2023/12/27 19:51:29,nini(にに,100,購入品,10227039,2762952,711,28,乾燥肌,6,うるおい|マット|フィット感|発色がよい,512009415
"思いのほか色持ちがよくびっくり
色も可愛くてお気に入りです
マグネット式なのも新鮮
日本撤退が悔やまれます……",2023/12/15 21:08:00,凪嶋,,購入品,10227039,7171056,64,21,乾燥肌,6,,512992769
"季節に合わせたリップがほしくて
決めたリップです


普通の口紅のパサパサ感が苦手だけど
このリップはほどよくしっとりしてて
縦皺すら綺麗に見えて
発色もとたもいいです",2023/10/25 22:26:54,もりもとーく。,500,購入品,10227039,9103235,64,32,普通肌,5,,512783064
"色が落ちないというわけではないですが、唇がガサガサになりにくく一回塗ったら唇がぷるんとしてくれるのがいいので重ね塗りしても綺麗に発色してくれます！☆

リップバームのようにスルスル塗れるのがいいですね！☆",2024/6/19 23:48:50,はるの音,100,購入品,10159925,8161159,94,37,普通肌,4,ツヤ|フィット感|発色がよい,513770685
"
かわいい！YouTubeで紹介されていました。発色がよくて気に入りました！
",2024/6/6 12:49:24,mikaz,,購入品,10159925,2301720,115,35,混合肌,4,うるおい,513701634
"
ツヤツヤになって、グロスのようなつき具合で、リップクリーム無しでも塗れて、とても使い勝手が良いのですが、、、仕上がりが良い代わりに、なんにせよすごくすぐ落ちてしまうのが残念です。。私は何度もカラー診断受けつつ、カラーリスト全員からブルベ冬と判断された、超絶ブルベ冬（マウントは取ってません）が、似合わない色や顔色が悪くなる色も買ってしまうときがあり失敗も多いのですが、色味的にはRD５３３はベストカラーで色味はとても気に入っています。
",2024/5/13 15:49:27,みりん12345,,購入品,10159925,6737915,3,41,混合肌,4,うるおい|ナチュラルメイク|ツヤ|肌の透明感・薄づき|発色がよい,513610945
"
YouTube動画見て買いました色も綺麗で良かったです
",2024/6/23 12:06:10,■□ゆきチ□■,,購入品,10240486,4795003,16,41,混合肌,,,513784801
